defaulted;term;property_type;annual_income;number_of_children;number_of_family_members;own_car;own_realty;gender;years_employed;age;currently_employed;family_status;credit_amount
no;14;apartment;65400.0;2;1;True;True;female;28;48;True;divorced;432000.0
no;11;apartment;87500.0;2;2;True;True;male;30;73;False;single;446000.0
no;14;house;62700.0;1;1;True;True;male;30;62;True;single;357000.0
no;5;house;109900.0;1;1;True;False;male;30;56;True;single;263562.0
no;10;apartment;97800.0;3;3;True;False;male;30;61;True;single;411000.0
no;23;house;76400.0;2;2;True;True;male;21;46;True;single;656859.0
no;8;apartment;64500.0;2;2;True;True;male;30;55;True;single;179000.0
yes;15;house;68300.0;1;2;False;True;female;30;65;False;married;335000.0
no;12;house;122800.0;3;4;False;False;male;30;65;True;single;414000.0
no;23;house;102300.0;0;1;True;True;female;20;44;True;married;528147.0
no;12;apartment;67700.0;1;1;True;False;male;30;68;False;widowed;303000.0
no;13;house;84700.0;2;3;True;False;male;30;56;True;single;337000.0
no;7;house;86500.0;1;2;True;True;male;30;60;False;single;109000.0
no;18;apartment;70900.0;2;2;True;False;male;19;41;True;divorced;364000.0
no;14;house;67700.0;0;1;True;False;male;30;54;True;single;143000.0
no;19;house;71500.0;1;2;False;True;male;26;48;True;divorced;456165.0
no;10;apartment;77600.0;2;3;True;False;male;30;73;False;divorced;176000.0
no;5;house;84300.0;1;2;True;False;male;26;49;True;married;154101.0
no;15;apartment;74100.0;3;3;True;False;male;28;53;True;divorced;293973.0
no;5;apartment;72400.0;2;1;True;False;male;30;54;True;single;173000.0
no;15;apartment;66200.0;2;1;False;False;male;25;47;True;widowed;431000.0
no;26;house;77400.0;2;2;False;True;male;23;46;True;married;510000.0
no;10;house;99300.0;2;2;False;True;male;30;65;True;widowed;334521.0
no;11;apartment;63500.0;1;1;True;True;male;30;52;True;married;212000.0
no;10;house;115300.0;1;2;False;True;male;30;53;True;married;387252.0
no;27;house;88500.0;3;4;True;True;female;23;46;True;divorced;469000.0
no;20;apartment;102600.0;2;3;True;False;male;19;45;True;single;627000.0
no;12;house;91600.0;1;1;True;True;male;26;48;True;single;278000.0
no;14;apartment;67500.0;1;2;True;True;male;25;46;True;married;267000.0
no;16;house;67300.0;1;2;False;True;male;22;43;True;divorced;343000.0
no;6;apartment;61700.0;2;2;True;False;male;30;72;False;divorced;142000.0
no;24;house;85400.0;0;1;False;True;female;16;41;True;widowed;358000.0
no;5;apartment;63400.0;2;1;True;False;female;30;64;True;single;106000.0
no;18;house;77300.0;2;2;False;False;male;30;80;False;single;594000.0
no;17;house;61700.0;0;1;True;False;female;25;46;False;divorced;239000.0
yes;8;house;61500.0;1;1;False;False;male;27;50;True;single;185000.0
no;10;apartment;62400.0;2;2;True;True;male;30;73;False;single;201000.0
no;12;apartment;92400.0;1;2;True;True;female;27;46;True;widowed;299000.0
no;9;house;72600.0;1;2;True;True;male;30;76;False;married;235197.0
no;21;apartment;109400.0;1;1;True;False;male;17;41;True;married;656000.0
no;14;house;81000.0;2;1;True;False;female;30;60;False;divorced;472000.0
no;21;apartment;113600.0;3;3;False;True;male;28;47;True;single;989000.0
yes;16;house;69700.0;3;3;False;False;male;30;73;False;single;482484.0
no;8;apartment;93000.0;2;1;True;True;male;30;77;False;single;255471.0
no;5;house;73000.0;2;2;True;True;male;30;54;True;single;128000.0
no;28;house;105700.0;1;2;False;True;male;16;41;True;divorced;905262.0
no;19;apartment;72100.0;1;2;True;True;male;26;51;True;divorced;278000.0
no;7;house;70200.0;2;2;True;True;female;28;54;True;divorced;173000.0
no;9;apartment;88200.0;3;4;True;True;male;30;59;True;single;212000.0
no;26;house;67500.0;0;1;True;False;male;17;41;True;married;376000.0
no;10;house;79700.0;1;1;False;False;female;30;66;False;single;200000.0
no;11;house;61400.0;3;2;True;True;male;30;54;True;married;307000.0
no;16;house;68600.0;1;2;False;True;female;30;53;True;divorced;356000.0
no;7;apartment;124500.0;1;2;True;True;male;30;54;True;married;270000.0
no;5;apartment;80500.0;2;1;True;False;male;30;55;True;married;187000.0
no;26;apartment;65700.0;2;1;False;False;male;22;46;True;married;624000.0
no;11;house;124400.0;2;2;True;True;male;30;64;True;widowed;318000.0
no;18;house;77100.0;2;2;True;True;female;18;41;True;widowed;347000.0
no;6;apartment;61200.0;1;1;True;True;male;30;56;True;married;115000.0
no;11;house;105800.0;2;3;False;True;male;30;79;False;divorced;285000.0
no;11;apartment;77800.0;1;2;True;True;male;30;56;True;divorced;302000.0
no;17;house;92400.0;0;1;False;False;male;23;50;True;single;351000.0
no;15;apartment;138400.0;0;1;True;True;male;30;57;True;single;531000.0
no;7;house;74100.0;1;2;True;True;male;30;61;True;married;152000.0
no;25;house;83000.0;1;2;True;True;male;23;44;True;single;528000.0
no;24;apartment;91700.0;1;1;False;False;female;22;45;True;single;894000.0
no;25;apartment;77400.0;3;2;True;False;male;19;42;True;divorced;766320.0
no;14;house;78000.0;0;1;True;False;male;27;51;False;divorced;239000.0
no;16;house;116700.0;2;3;False;True;male;28;48;True;divorced;662000.0
yes;5;house;71300.0;2;2;True;False;male;30;65;True;widowed;172000.0
no;19;house;105000.0;0;1;True;True;male;22;43;True;divorced;400000.0
no;13;apartment;114100.0;0;1;True;False;male;30;49;True;married;284000.0
no;9;house;84600.0;1;1;False;False;male;30;67;True;married;260493.0
no;25;house;83200.0;3;4;False;False;male;21;46;True;married;458211.0
no;18;apartment;82400.0;1;1;True;True;male;22;43;True;married;478000.0
no;14;apartment;77600.0;2;3;True;False;male;22;45;True;married;304110.0
no;9;house;70400.0;2;2;True;False;female;30;57;True;single;196000.0
no;9;apartment;84300.0;3;3;True;True;male;30;56;True;divorced;242000.0
no;17;house;92700.0;0;1;True;True;male;23;47;True;divorced;299088.0
no;15;apartment;86600.0;2;3;False;True;male;30;66;True;widowed;466302.0
no;28;apartment;81400.0;2;2;True;True;female;26;48;True;single;1081000.0
no;15;apartment;71800.0;2;3;False;True;male;30;59;True;married;246357.0
no;25;apartment;138500.0;3;4;True;True;female;16;41;True;divorced;785000.0
no;18;house;74400.0;1;1;True;True;male;22;42;True;single;591000.0
yes;31;apartment;85400.0;1;2;False;False;female;20;41;True;single;748000.0
no;11;apartment;63300.0;2;2;True;False;female;30;60;True;married;297000.0
no;14;house;77800.0;2;2;True;True;male;28;51;True;divorced;447000.0
no;13;apartment;95000.0;0;1;True;True;male;21;48;True;single;290000.0
no;8;apartment;68000.0;2;2;True;False;female;30;61;True;married;246000.0
no;15;house;60300.0;1;2;True;True;male;28;51;False;divorced;171000.0
no;11;apartment;96300.0;0;1;False;True;male;30;57;True;single;317316.0
no;18;apartment;61300.0;2;2;True;True;male;26;44;True;widowed;361000.0
yes;10;house;71100.0;3;4;True;False;female;30;65;True;divorced;270630.0
no;9;apartment;114100.0;2;3;True;True;male;30;62;True;single;198648.0
no;6;house;64900.0;1;2;True;False;male;30;78;False;married;114576.0
no;6;apartment;127200.0;1;2;False;False;male;30;62;True;widowed;239000.0
no;5;house;138600.0;3;4;True;True;female;27;57;True;divorced;247380.0
no;6;house;71400.0;2;1;False;True;female;30;66;True;divorced;160000.0
no;23;apartment;92500.0;1;2;True;False;male;17;41;True;single;750138.0
no;8;apartment;77000.0;3;3;True;False;male;27;51;True;married;232000.0
no;12;apartment;65700.0;1;1;False;False;female;30;63;True;single;236220.0
no;8;house;64800.0;2;2;True;True;male;30;60;False;divorced;145000.0
no;12;apartment;74800.0;1;1;True;False;male;30;74;False;divorced;277000.0
no;21;apartment;91400.0;2;3;False;True;male;30;56;True;widowed;529000.0
no;11;house;85800.0;0;1;True;True;male;30;60;True;single;208000.0
no;11;house;67700.0;2;2;True;False;male;26;50;True;divorced;195000.0
no;24;house;74400.0;0;1;True;True;male;23;45;False;widowed;448000.0
no;20;apartment;81700.0;1;1;True;True;male;21;45;True;married;583854.0
no;23;apartment;85300.0;2;3;True;False;male;23;43;True;single;599000.0
no;17;house;104800.0;1;1;True;False;male;28;51;True;married;440000.0
no;12;apartment;66500.0;2;3;False;False;female;30;54;False;married;213000.0
no;24;apartment;79600.0;1;1;True;True;male;22;50;True;single;458000.0
no;16;apartment;104500.0;1;1;True;True;male;27;49;True;married;470000.0
no;16;house;73500.0;1;1;False;False;male;20;45;True;married;300000.0
no;17;house;94800.0;2;2;False;False;male;30;75;False;single;564000.0
no;13;apartment;60900.0;2;2;True;False;female;27;50;True;single;221991.0
no;15;house;70800.0;1;2;True;True;male;30;53;True;married;346000.0
no;10;house;112600.0;1;1;True;True;male;30;50;True;single;310155.0
no;12;apartment;94900.0;1;1;False;True;male;22;46;True;single;524000.0
no;15;house;68600.0;1;1;True;True;male;30;58;True;single;355818.0
no;14;apartment;68500.0;2;3;False;False;male;30;70;False;single;204000.0
no;8;house;64000.0;1;1;False;False;male;30;63;False;single;193000.0
no;9;house;79900.0;1;1;True;False;male;30;51;True;divorced;303000.0
no;15;apartment;97500.0;1;2;True;True;male;22;49;True;divorced;459000.0
no;15;house;79800.0;1;1;False;False;male;30;57;True;married;395000.0
no;7;house;85900.0;2;3;False;False;female;30;65;True;married;116000.0
no;23;house;66800.0;2;2;False;True;female;21;44;True;married;527000.0
no;20;apartment;91500.0;0;1;True;False;female;21;44;True;married;328476.0
no;17;apartment;82900.0;2;1;True;False;male;24;50;True;married;425000.0
no;22;house;141800.0;0;1;False;False;female;21;45;True;divorced;807000.0
no;10;house;66100.0;2;1;True;False;male;28;51;True;divorced;250000.0
no;21;house;65700.0;2;2;True;False;male;24;47;True;widowed;415617.0
no;17;house;62600.0;2;3;True;True;female;22;44;True;single;232000.0
no;24;apartment;92800.0;2;3;False;False;male;30;50;True;widowed;453000.0
no;12;house;76300.0;3;3;False;True;male;30;78;False;divorced;288858.0
no;12;apartment;71100.0;1;1;True;False;female;30;61;True;single;283000.0
no;17;house;71500.0;1;2;True;False;male;29;52;True;married;374000.0
no;12;house;103800.0;3;4;True;False;female;30;58;True;married;482000.0
no;10;house;106900.0;0;1;False;True;female;30;74;False;married;348750.0
no;14;house;83900.0;2;2;False;False;male;28;51;True;single;436000.0
no;24;house;68800.0;2;1;False;False;male;17;42;True;single;653000.0
no;18;house;89700.0;0;1;False;True;male;30;77;False;married;353000.0
no;20;apartment;65900.0;2;3;False;True;male;30;72;False;single;427000.0
no;11;apartment;83400.0;1;1;True;False;male;30;69;False;married;371000.0
no;11;apartment;71300.0;3;3;True;False;male;23;47;True;divorced;282000.0
no;10;apartment;67800.0;2;2;False;True;female;30;68;False;single;307000.0
no;21;apartment;100400.0;1;2;True;False;female;18;41;True;widowed;762000.0
no;18;house;77300.0;0;1;True;True;male;22;46;False;single;221000.0
no;9;house;109600.0;1;2;False;True;male;29;53;True;divorced;326000.0
no;13;apartment;114900.0;0;1;True;True;male;30;59;True;single;304000.0
no;18;house;82400.0;2;2;False;True;female;30;54;True;single;486000.0
no;12;apartment;76700.0;2;3;True;True;male;21;41;True;married;181443.0
no;16;house;69600.0;2;3;True;True;male;30;78;False;divorced;324000.0
no;14;apartment;109200.0;1;2;False;False;female;30;55;True;widowed;368000.0
no;25;apartment;79200.0;1;1;True;False;female;15;41;True;divorced;510000.0
no;9;apartment;115500.0;2;2;True;True;male;30;77;False;married;380000.0
no;12;house;64400.0;1;1;False;False;female;30;65;True;married;351000.0
no;17;house;102200.0;2;3;True;True;female;21;45;True;single;345000.0
no;5;house;76500.0;2;3;True;True;male;30;57;True;married;92000.0
no;10;house;93300.0;2;3;False;True;female;30;79;False;single;232128.0
no;21;house;69600.0;2;2;False;True;female;23;46;True;single;451000.0
no;17;house;104700.0;1;1;True;False;female;27;51;True;married;540000.0
no;11;house;64700.0;2;3;False;True;male;30;55;True;single;204000.0
no;8;apartment;107000.0;1;1;True;True;male;30;66;True;divorced;397389.0
no;13;apartment;79300.0;3;3;True;False;male;30;72;False;divorced;464000.0
no;11;apartment;60400.0;3;2;True;True;male;29;51;True;single;185535.0
no;10;apartment;62200.0;1;1;True;False;male;30;66;True;single;226000.0
no;22;house;70100.0;3;4;False;True;male;21;44;True;divorced;441000.0
no;13;apartment;86500.0;1;1;False;False;male;24;46;True;single;271000.0
no;5;house;86100.0;2;2;True;True;female;30;65;True;divorced;206000.0
no;16;apartment;65000.0;2;3;True;True;female;30;68;False;single;188000.0
no;18;apartment;91600.0;1;2;True;True;female;25;48;True;widowed;576000.0
yes;20;apartment;65500.0;0;1;True;True;male;23;44;True;divorced;324000.0
no;13;house;91000.0;2;3;True;True;male;25;48;True;married;357000.0
no;14;apartment;68400.0;2;2;True;False;male;20;43;True;married;412000.0
no;17;apartment;61000.0;0;1;True;True;male;30;63;False;divorced;233151.0
no;12;house;98700.0;0;1;False;True;male;30;55;True;married;269000.0
yes;12;apartment;70500.0;0;1;True;False;female;30;57;False;married;170283.0
no;21;house;87900.0;1;1;True;True;male;29;53;True;single;602000.0
no;20;house;86500.0;1;1;False;False;female;18;43;True;married;809000.0
no;10;apartment;104400.0;3;4;True;True;male;30;73;False;married;264000.0
yes;27;house;63800.0;2;1;True;False;male;24;41;True;divorced;484000.0
no;6;house;79200.0;2;3;True;False;male;30;58;True;single;135000.0
no;23;apartment;61200.0;2;3;False;True;female;24;46;True;divorced;298000.0
no;12;house;74900.0;1;1;False;True;male;30;78;False;widowed;300000.0
no;14;house;75400.0;0;1;False;True;female;26;48;True;married;174375.0
yes;9;house;79600.0;3;2;False;False;male;30;59;True;divorced;261516.0
no;13;apartment;69200.0;1;1;True;False;female;30;64;True;single;208000.0
no;9;apartment;73900.0;2;3;True;False;male;30;63;True;married;128000.0
no;24;apartment;127900.0;1;2;False;True;male;22;42;True;married;845000.0
no;16;apartment;73200.0;1;2;False;True;male;25;49;True;married;308000.0
no;21;house;98400.0;2;2;False;False;male;20;44;True;divorced;672000.0
no;21;house;127000.0;0;1;False;True;female;30;53;True;single;722000.0
no;10;apartment;78200.0;2;2;True;True;male;30;55;True;single;227000.0
no;11;apartment;60400.0;0;1;True;False;male;30;57;True;single;146000.0
no;20;house;60900.0;3;4;True;False;male;25;47;True;divorced;358000.0
no;12;apartment;68900.0;2;1;True;True;male;30;56;True;single;383000.0
no;5;apartment;102100.0;2;2;False;False;female;30;69;False;divorced;245000.0
no;11;house;105600.0;1;1;False;True;male;27;52;True;divorced;466302.0
yes;15;house;119000.0;0;1;False;False;female;30;59;True;married;459000.0
no;9;apartment;87000.0;1;1;True;False;male;30;65;True;widowed;244000.0
no;18;house;88400.0;2;2;True;False;male;21;47;True;divorced;698000.0
no;12;apartment;75800.0;1;1;True;True;male;30;59;True;single;341000.0
no;21;apartment;85200.0;1;1;True;True;male;21;42;True;divorced;858000.0
no;19;apartment;79300.0;1;1;True;False;male;28;50;True;widowed;408000.0
no;23;apartment;87700.0;2;2;True;False;male;19;45;True;single;821000.0
no;15;house;81300.0;2;1;True;True;male;23;49;True;married;541000.0
no;23;apartment;74300.0;1;1;True;True;male;16;41;True;married;544000.0
no;8;house;73800.0;1;1;False;True;female;30;64;True;single;198000.0
no;31;house;60100.0;2;2;False;True;male;16;42;True;single;645000.0
no;19;house;68800.0;1;1;True;False;male;19;41;True;married;550000.0
no;27;apartment;83600.0;2;1;True;True;male;23;45;True;married;662000.0
no;21;house;70000.0;2;2;True;True;female;19;43;True;single;600000.0
no;16;house;108300.0;2;2;True;True;male;30;58;True;single;682000.0
no;16;apartment;114700.0;0;1;False;False;male;21;44;True;married;545000.0
no;7;house;118700.0;1;2;True;True;female;30;54;True;married;249000.0
no;11;apartment;74400.0;2;1;False;True;male;30;53;True;single;252000.0
no;8;house;103200.0;1;2;False;True;female;30;60;True;single;265000.0
no;8;apartment;69500.0;1;2;True;True;male;30;72;False;single;175000.0
no;19;house;68000.0;1;1;False;True;female;23;42;True;single;390000.0
no;15;apartment;119200.0;2;2;False;False;female;23;48;True;single;658000.0
no;17;apartment;66300.0;2;2;False;False;female;26;47;True;married;436000.0
no;24;apartment;104000.0;1;1;True;False;male;20;46;True;single;786000.0
no;15;house;69800.0;2;1;False;False;male;27;49;True;divorced;341589.0
no;16;apartment;80700.0;2;1;True;False;female;25;50;True;married;467000.0
no;13;house;77000.0;2;1;True;True;female;27;50;True;divorced;395000.0
no;13;house;62600.0;1;1;False;False;male;30;51;True;married;254000.0
no;19;apartment;89800.0;2;2;True;True;female;22;45;True;married;671000.0
no;15;house;63600.0;0;1;False;True;male;30;48;True;married;242000.0
no;12;apartment;71400.0;2;2;True;False;female;28;49;True;married;216000.0
no;20;apartment;64100.0;2;3;False;False;male;21;42;True;single;244000.0
no;18;house;66300.0;2;2;True;True;male;28;50;True;single;505000.0
no;19;house;76900.0;2;3;False;False;male;27;46;True;married;377000.0
yes;10;house;60600.0;2;2;False;True;male;30;56;True;married;181000.0
no;11;apartment;93100.0;0;1;True;True;female;27;49;True;widowed;223000.0
no;25;house;86600.0;2;2;True;True;female;26;48;True;married;603000.0
no;19;apartment;93200.0;1;1;False;True;female;19;41;True;married;718704.0
no;13;apartment;70900.0;2;2;False;True;female;28;48;True;single;265000.0
yes;8;house;68200.0;2;3;False;False;female;30;54;True;divorced;148000.0
no;17;apartment;62100.0;1;2;True;False;male;25;50;False;divorced;221991.0
no;15;apartment;94100.0;1;1;True;False;male;30;60;True;divorced;434000.0
no;8;house;92100.0;2;2;True;True;female;29;53;True;divorced;214923.0
no;18;house;69800.0;3;4;True;False;male;30;64;True;widowed;334000.0
no;5;apartment;87200.0;1;1;True;False;male;30;76;False;widowed;169000.0
yes;6;house;77200.0;2;2;True;True;male;30;65;True;married;137000.0
no;8;apartment;80100.0;3;2;True;True;female;30;54;True;single;228000.0
no;22;house;115400.0;2;2;False;True;female;22;42;True;married;1122138.0
no;16;house;96000.0;1;2;False;False;female;27;51;True;single;397000.0
no;15;apartment;66600.0;2;1;False;False;male;25;49;True;divorced;292000.0
no;13;house;114100.0;3;3;True;True;male;30;60;True;married;595014.0
no;16;house;114900.0;3;4;False;True;male;26;53;True;married;585900.0
no;17;house;71800.0;1;1;True;True;male;23;47;True;divorced;487000.0
no;17;apartment;70000.0;2;2;False;True;female;30;67;True;married;419000.0
no;18;house;68800.0;2;3;True;False;male;30;58;True;widowed;266000.0
no;13;house;89400.0;2;2;False;True;male;25;47;True;widowed;447051.0
no;19;house;79800.0;0;1;False;True;male;30;72;False;single;327000.0
yes;24;house;61400.0;2;1;False;True;female;30;49;True;divorced;633000.0
no;9;apartment;75300.0;2;2;True;False;male;30;66;True;divorced;168000.0
no;7;house;72700.0;2;2;True;True;male;30;55;True;married;150009.0
no;18;apartment;61200.0;2;3;True;False;male;27;50;True;married;264000.0
no;17;apartment;75600.0;2;2;True;True;female;24;47;True;single;361863.0
no;11;apartment;65500.0;2;1;False;False;female;28;53;True;single;315000.0
no;16;apartment;85300.0;1;1;False;False;female;22;49;True;divorced;488000.0
no;21;house;119800.0;0;1;True;True;male;18;44;True;single;798000.0
no;15;apartment;98400.0;3;3;False;False;male;30;61;True;married;645000.0
no;11;apartment;98500.0;2;3;True;False;male;30;54;True;married;227000.0
no;15;house;87700.0;2;3;True;True;female;30;68;False;married;408000.0
no;9;apartment;111400.0;1;1;False;True;female;30;61;True;single;257000.0
no;6;house;103500.0;2;3;True;False;female;30;79;False;married;156000.0
yes;16;apartment;64700.0;2;3;False;False;male;30;73;False;married;349680.0
yes;26;apartment;60800.0;0;1;True;False;female;30;46;True;widowed;328000.0
no;5;house;70100.0;2;2;False;False;female;30;60;False;divorced;146000.0
no;11;apartment;75500.0;2;2;True;False;female;30;57;True;divorced;396000.0
yes;14;house;90100.0;2;3;False;True;female;29;55;True;single;421000.0
no;14;apartment;89800.0;1;1;True;False;male;28;51;True;married;426000.0
no;14;apartment;69400.0;1;1;True;False;male;30;58;True;divorced;363000.0
no;19;house;73500.0;2;3;True;True;female;18;43;True;widowed;362000.0
no;20;apartment;74600.0;4;5;False;True;female;26;48;True;divorced;303000.0
no;20;apartment;67700.0;2;2;True;False;male;21;44;True;single;510000.0
yes;13;apartment;115600.0;2;3;False;False;female;30;73;False;married;442000.0
no;17;apartment;104600.0;1;1;True;False;male;24;43;True;married;437000.0
no;5;apartment;86600.0;0;1;True;False;female;30;75;False;single;69000.0
no;5;apartment;100000.0;2;3;True;False;male;27;51;True;widowed;101000.0
no;16;house;132900.0;2;3;True;False;male;27;51;True;married;733000.0
no;15;house;71000.0;1;1;True;True;female;25;50;True;single;325000.0
no;20;house;78000.0;2;3;False;False;male;25;47;True;married;313000.0
no;12;apartment;131400.0;0;1;True;False;male;30;56;True;single;358000.0
no;6;house;119600.0;0;1;True;False;male;30;66;True;single;237000.0
no;28;house;99500.0;0;1;False;False;male;20;42;True;single;924513.0
no;20;house;90300.0;2;2;True;True;male;30;50;True;married;869000.0
no;5;apartment;79600.0;1;1;True;True;female;30;66;False;single;185000.0
no;8;house;85300.0;1;1;False;False;female;27;51;True;single;270000.0
no;7;house;105100.0;1;1;True;True;female;30;70;False;married;198000.0
no;18;apartment;64700.0;2;3;True;False;male;23;45;False;married;210000.0
no;10;apartment;98900.0;2;2;True;True;male;30;54;True;married;390000.0
no;9;apartment;84800.0;0;1;True;False;male;30;73;False;single;195000.0
yes;15;house;104100.0;2;3;False;False;female;23;49;True;widowed;535215.0
no;8;house;89300.0;2;2;True;False;male;30;68;False;married;252000.0
no;12;house;104500.0;1;1;True;False;male;24;50;True;divorced;586923.0
no;12;apartment;76100.0;3;4;False;True;male;30;70;False;single;249000.0
no;16;apartment;85200.0;2;2;True;True;female;26;48;True;divorced;549000.0
no;15;house;112600.0;1;2;False;True;female;30;58;True;single;451000.0
no;15;apartment;80000.0;2;1;True;True;male;25;47;True;widowed;354000.0
no;17;apartment;72500.0;2;1;False;False;male;21;46;True;married;562000.0
no;13;house;109400.0;1;1;True;True;male;30;60;True;divorced;581901.0
no;7;house;71200.0;2;1;True;True;female;30;56;True;single;204000.0
no;5;house;108000.0;3;4;True;False;male;30;73;False;single;142000.0
no;11;apartment;95500.0;2;1;True;True;male;30;75;False;divorced;301000.0
no;11;house;78400.0;0;1;True;True;male;30;52;True;married;184000.0
no;6;house;68100.0;3;3;True;False;male;30;59;True;married;182000.0
no;6;house;76600.0;1;1;True;True;female;30;59;True;widowed;154000.0
no;6;apartment;61300.0;1;1;True;False;male;30;64;True;single;104000.0
no;5;apartment;65800.0;3;4;True;True;male;27;53;True;divorced;85000.0
no;12;apartment;64100.0;2;2;False;False;male;30;56;True;married;359910.0
no;14;house;66700.0;1;1;False;False;female;26;48;True;divorced;409000.0
no;17;apartment;80800.0;1;2;True;True;male;22;46;True;single;320292.0
no;8;apartment;68800.0;3;4;False;True;male;29;53;True;single;150000.0
no;11;house;70200.0;0;1;True;True;male;30;62;True;divorced;135000.0
no;14;house;75400.0;3;2;True;False;male;24;46;True;single;391251.0
no;22;apartment;70300.0;0;1;False;True;male;21;44;True;married;281000.0
yes;5;house;64800.0;2;3;True;False;male;29;55;True;married;67000.0
no;22;apartment;96400.0;2;2;True;True;male;26;52;True;divorced;750000.0
no;15;house;105400.0;3;4;False;False;female;19;41;True;single;610000.0
no;22;house;111500.0;3;4;False;True;male;21;42;True;divorced;887000.0
no;5;apartment;73900.0;2;2;False;True;female;30;57;True;widowed;169000.0
no;11;apartment;99400.0;3;4;True;False;male;30;63;False;divorced;256000.0
no;12;apartment;129200.0;2;3;True;False;male;30;67;True;married;336000.0
no;19;house;103100.0;1;2;True;True;female;23;43;True;married;384183.0
no;17;house;107400.0;2;2;False;True;female;30;57;True;widowed;688000.0
no;14;house;91600.0;1;1;True;False;male;30;63;True;single;296000.0
no;14;apartment;79700.0;1;2;True;True;male;30;68;False;single;329000.0
no;12;house;71500.0;1;1;True;True;male;29;54;True;married;275000.0
no;14;house;96800.0;0;1;True;True;male;26;49;True;divorced;257000.0
no;12;house;72400.0;1;1;False;True;female;28;50;True;married;414000.0
no;5;apartment;99000.0;1;1;True;False;male;30;53;True;divorced;227000.0
no;15;apartment;71000.0;1;1;True;False;male;25;49;True;married;338613.0
no;12;house;89100.0;1;1;True;True;male;30;52;True;married;330000.0
no;22;apartment;74900.0;3;3;True;True;male;25;49;True;widowed;691000.0
no;17;apartment;93200.0;1;2;False;False;male;26;49;True;widowed;547000.0
no;21;apartment;94700.0;2;2;False;True;male;24;42;True;single;567000.0
no;14;house;103000.0;1;2;False;False;male;18;41;True;single;384000.0
no;14;house;95900.0;3;4;True;True;male;30;57;True;married;305000.0
no;19;apartment;117200.0;2;2;True;True;female;24;49;True;divorced;560000.0
no;20;house;83600.0;1;2;True;True;male;19;43;True;single;506000.0
no;30;apartment;74700.0;1;2;True;False;female;20;45;True;married;644676.0
no;12;house;75700.0;0;1;True;False;male;22;49;True;widowed;191000.0
yes;24;apartment;100000.0;3;2;False;True;female;28;49;True;divorced;894000.0
no;10;house;76400.0;1;1;True;True;female;30;62;False;single;291927.0
no;26;house;87500.0;2;1;False;True;male;19;44;True;divorced;878850.0
yes;10;house;66800.0;3;3;False;False;male;30;73;False;married;311000.0
yes;13;house;100800.0;1;1;False;False;female;30;57;True;single;676000.0
no;12;apartment;93800.0;2;3;True;True;male;24;48;True;married;236000.0
no;26;apartment;94500.0;1;1;True;True;female;22;45;True;divorced;1039000.0
no;16;house;91900.0;2;2;False;True;male;26;49;True;married;496000.0
no;22;house;130500.0;1;1;False;True;male;21;42;True;divorced;1304000.0
no;10;house;87500.0;1;2;True;True;female;30;53;True;married;213000.0
no;19;apartment;98300.0;2;3;False;True;male;18;43;True;widowed;640000.0
no;9;house;90700.0;2;2;True;True;male;30;72;False;married;222000.0
yes;10;house;90500.0;4;5;True;True;male;30;66;True;married;333000.0
no;22;house;80900.0;2;1;False;True;male;20;45;True;divorced;783618.0
no;9;apartment;113200.0;0;1;False;True;female;30;68;False;married;375000.0
no;14;apartment;69500.0;1;1;True;True;female;28;50;True;divorced;413000.0
